,name,iata,oaci,fleet_size,img_ext,timestamp
1035,My Indo Airlines,MYU,2Y,10,https://images.flightradar24.com/assets/airlines/logotypes/166.png,2024-02-09 12:15:35.340320
1036,My Jet,MYJ,,1,placeholder,2024-02-09 12:15:35.340320
1037,My Jet Saver,MJS,,2,placeholder,2024-02-09 12:15:35.340320
1038,MY Jet Xpress Airlines,NEP,N7,2,placeholder,2024-02-09 12:15:35.340320
1039,Myanmar Airways International,MMA,8M,8,https://www.flightradar24.com/static/images/data/operators/MMA_logo0.png,2024-02-09 12:15:35.340320
1040,Myanmar National Airlines,UBA,UB,10,https://www.flightradar24.com/static/images/data/operators/UBA_logo0.png,2024-02-09 12:15:35.340320
1041,MyWay Airlines,MYW,MJ,1,https://images.flightradar24.com/assets/airlines/logotypes/369.png,2024-02-09 12:15:35.340320
1042,Naljets,APX,,4,placeholder,2024-02-09 12:15:35.340320
1043,Nam Air,LKN,IN,16,https://images.flightradar24.com/assets/airlines/logotypes/553.png,2024-02-09 12:15:35.340320
1044,National Airlines,NCR,N8,9,https://images.flightradar24.com/assets/airlines/logotypes/1298.png,2024-02-09 12:15:35.340320
1045,National Airways Corporation,NTN,,8,placeholder,2024-02-09 12:15:35.340320
1046,National Jet Express,JTE,NC,16,https://images.flightradar24.com/assets/airlines/logotypes/1074.png,2024-02-09 12:15:35.340320
1047,NATO,OAN,,24,https://images.flightradar24.com/assets/airlines/logotypes/2445.png,2024-02-09 12:15:35.340320
1048,Nauru Airlines,RON,ON,7,https://images.flightradar24.com/assets/airlines/logotypes/945.png,2024-02-09 12:15:35.340320
1049,Neojets,NJZ,,1,placeholder,2024-02-09 12:15:35.340320
1050,Neos,NOS,NO,15,https://www.flightradar24.com/static/images/data/operators/NOS_logo0.png,2024-02-09 12:15:35.340320
1051,Nepal Airlines,RNA,RA,5,https://images.flightradar24.com/assets/airlines/logotypes/101.png,2024-02-09 12:15:35.340320
1052,Nesma Airlines,NMA,NE,4,https://images.flightradar24.com/assets/airlines/logotypes/839.png,2024-02-09 12:15:35.340320
1053,Netherlands - Coast Guard,NCG,,7,placeholder,2024-02-09 12:15:35.340320
1054,Netherlands - Navy,NRN,,3,placeholder,2024-02-09 12:15:35.340320
1055,Netherlands - Royal Air Force,NAF,,57,https://www.flightradar24.com/static/images/data/operators/NAF_logo0.png,2024-02-09 12:15:35.340320
1056,NetJets,EJA,,608,https://images.flightradar24.com/assets/airlines/logotypes/1273.png,2024-02-09 12:15:35.340320
1057,NetJets Europe,NJE,,116,https://images.flightradar24.com/assets/airlines/logotypes/840.png,2024-02-09 12:15:35.340320
1058,Netjets UK,NJU,,5,https://images.flightradar24.com/assets/airlines/logotypes/1672.png,2024-02-09 12:15:35.340320
1059,New England Airlines,NEA,EJ,8,https://images.flightradar24.com/assets/airlines/logotypes/370.png,2024-02-09 12:15:35.340320
1060,New Pacific Airlines,RVF,7H,10,https://images.flightradar24.com/assets/airlines/logotypes/1483.png,2024-02-09 12:15:35.340320
1061,New Way Cargo Airlines,NWY,NU,4,placeholder,2024-02-09 12:15:35.340320
1062,New Zealand - Royal New Zealand Air Force,KIW,,39,https://www.flightradar24.com/static/images/data/operators/KIW_logo0.png,2024-02-09 12:15:35.340320
1063,NG Eagle,XLE,2N,2,placeholder,2024-02-09 12:15:35.340320
1064,NHC Northern Helicopter,NHC,,13,https://images.flightradar24.com/assets/airlines/logotypes/412.png,2024-02-09 12:15:35.340320
1065,Nicholas Air,JTZ,,2,placeholder,2024-02-09 12:15:35.340320
1066,Nigeria - Air Force,NGR,,3,placeholder,2024-02-09 12:15:35.340320
1067,Nile Air,NIA,NP,7,https://www.flightradar24.com/static/images/data/operators/NIA_logo0.png,2024-02-09 12:15:35.340320
1068,Nippon Cargo Airlines,NCA,KZ,8,https://www.flightradar24.com/static/images/data/operators/NCA_logo0.png,2024-02-09 12:15:35.340320
1069,Nok Air,NOK,DD,11,https://images.flightradar24.com/assets/airlines/logotypes/762.png,2024-02-09 12:15:35.340320
1070,Nolinor Aviation,NRL,N5,11,https://images.flightradar24.com/assets/airlines/logotypes/556.png,2024-02-09 12:15:35.340320
1071,Nomad Aviation,NUM,,1,placeholder,2024-02-09 12:15:35.340320
1072,Noordzee Helikopters Vlaanderen,NHX,,30,https://images.flightradar24.com/assets/airlines/logotypes/408.png,2024-02-09 12:15:35.340320
1073,Nordic Unmanned,NOU,,9,placeholder,2024-02-09 12:15:35.340320
1074,Nordica,NDA,ND,2,https://images.flightradar24.com/assets/airlines/logotypes/1582.png,2024-02-09 12:15:35.340320
1075,NordStar,TYA,Y7,9,https://www.flightradar24.com/static/images/data/operators/TYA_logo0.png,2024-02-09 12:15:35.340320
1076,Nordwind Airlines,NWS,N4,27,https://images.flightradar24.com/assets/airlines/logotypes/678.png,2024-02-09 12:15:35.340320
1077,Norlandair,FNA,,6,placeholder,2024-02-09 12:15:35.340320
1078,Norse,NBT,N0,10,https://images.flightradar24.com/assets/airlines/logotypes/2018.png,2024-02-09 12:15:35.340320
1079,Norsk Luftambulanse,DOC,,37,placeholder,2024-02-09 12:15:35.340320
1080,North Cariboo Air,NCB,,19,https://www.flightradar24.com/static/images/data/operators/NCB_logo0.png,2024-02-09 12:15:35.340320
1081,North Central,NCJ,,2,placeholder,2024-02-09 12:15:35.340320
1082,North Flying,NFA,,8,https://images.flightradar24.com/assets/airlines/logotypes/565.png,2024-02-09 12:15:35.340320
1083,North Star Aviation,MVK,,43,placeholder,2024-02-09 12:15:35.340320
1084,North-West Air Company,NWC,0E,10,placeholder,2024-02-09 12:15:35.340320
1085,North-Western Cargo International Airlines,CNW,CO,4,placeholder,2024-02-09 12:15:35.340320
1086,North-Wright Airways,NWL,HW,19,placeholder,2024-02-09 12:15:35.340320
1087,Northeastern Aviation Corporation,NEW,,5,https://images.flightradar24.com/assets/airlines/logotypes/1868.png,2024-02-09 12:15:35.340320
1088,Northern Air,NLI,,7,placeholder,2024-02-09 12:15:35.340320
1089,Northern Air Cargo,NAC,NC,9,https://www.flightradar24.com/static/images/data/operators/NAC_logo0.png,2024-02-09 12:15:35.340320
1090,Northern Jet Management,NJM,,17,https://images.flightradar24.com/assets/airlines/logotypes/2039.png,2024-02-09 12:15:35.340320
1091,Northern Thunderbird Air,NTA,,5,placeholder,2024-02-09 12:15:35.340320
1092,Northway Aviation,NAL,,9,placeholder,2024-02-09 12:15:35.340320
1093,Northwest Flyers,NWF,,3,placeholder,2024-02-09 12:15:35.340320
1094,Northwestern Air,PLR,J3,12,https://www.flightradar24.com/static/images/data/operators/PLR_logo0.png,2024-02-09 12:15:35.340320
1095,Norway - Air Force,NOW,,25,placeholder,2024-02-09 12:15:35.340320
1096,Norwegian,NOZ,DY,83,https://images.flightradar24.com/assets/airlines/logotypes/1268.png,2024-02-09 12:15:35.340320
1097,Nouvelair Tunisie,LBT,BJ,13,https://www.flightradar24.com/static/images/data/operators/LBT_logo0.png,2024-02-09 12:15:35.340320
1098,Novair,NAI,NG,1,placeholder,2024-02-09 12:15:35.340320
1099,NovaJet,NOJ,,7,placeholder,2024-02-09 12:15:35.340320
1100,Novoair,NVQ,VQ,5,https://images.flightradar24.com/assets/airlines/logotypes/1276.png,2024-02-09 12:15:35.340320
1101,Nxt Jet,KPO,,6,placeholder,2024-02-09 12:15:35.340320
1102,Nyxair,NYX,OJ,14,https://images.flightradar24.com/assets/airlines/logotypes/1535.png,2024-02-09 12:15:35.340320
1103,Offshore Helicopter Services,ULR,,26,https://images.flightradar24.com/assets/airlines/logotypes/443.png,2024-02-09 12:15:35.340320
1104,Ohio State University,OSU,,2,placeholder,2024-02-09 12:15:35.340320
1105,OK Aviation,NTF,,17,https://images.flightradar24.com/assets/airlines/logotypes/631.png,2024-02-09 12:15:35.340320
1106,Okay Airways,OKA,BK,22,https://www.flightradar24.com/static/images/data/operators/OKA_logo0.png,2024-02-09 12:15:35.340320
1107,Oklahoma State University,OST,,4,placeholder,2024-02-09 12:15:35.340320
1108,Olympic Air,OAL,OA,14,https://images.flightradar24.com/assets/airlines/logotypes/71.png,2024-02-09 12:15:35.340320
1109,Olympus Airways,OLY,,1,https://images.flightradar24.com/assets/airlines/logotypes/1353.png,2024-02-09 12:15:35.340320
1110,Oman - Royal Air Force,MJN,,23,https://www.flightradar24.com/static/images/data/operators/MJN_logo0.png,2024-02-09 12:15:35.340320
1111,Oman Air,OMA,WY,47,https://www.flightradar24.com/static/images/data/operators/OMA_logo0.png,2024-02-09 12:15:35.340320
1112,Omni Air Transport,DRL,,7,https://images.flightradar24.com/assets/airlines/logotypes/1883.png,2024-02-09 12:15:35.340320
1113,Omni Aviation,OAV,,1,placeholder,2024-02-09 12:15:35.340320
1114,Omni Taxi Aereo,OMI,,70,placeholder,2024-02-09 12:15:35.340320
1115,One Air,HGO,HC,2,placeholder,2024-02-09 12:15:35.340320
1116,Oriental Air Bridge,ORC,OC,3,placeholder,2024-02-09 12:15:35.340320
1117,Origin Air,OGN,OG,4,placeholder,2024-02-09 12:15:35.340320
1118,Ornge Air,PUL,,20,https://images.flightradar24.com/assets/airlines/logotypes/462.png,2024-02-09 12:15:35.340320
1119,Ortac,ORT,,5,placeholder,2024-02-09 12:15:35.340320
1120,Oscar Jet,OSJ,,3,placeholder,2024-02-09 12:15:35.340320
1121,OSM Aviation Academy,SCQ,,16,https://images.flightradar24.com/assets/airlines/logotypes/1894.png,2024-02-09 12:15:35.340320
1122,OTT Airlines,OTT,JF,19,placeholder,2024-02-09 12:15:35.340320
1123,Overland Airways,OLA,OF,4,placeholder,2024-02-09 12:15:35.340320
1124,Oxford Aviation Academy,OXF,,149,https://images.flightradar24.com/assets/airlines/logotypes/1451.png,2024-02-09 12:15:35.340320
1125,Oyonnair,OYO,,12,placeholder,2024-02-09 12:15:35.340320
1126,Paccair,WIS,,14,https://images.flightradar24.com/assets/airlines/logotypes/1405.png,2024-02-09 12:15:35.340320
1127,Pacific Airlines,PIC,BL,12,https://images.flightradar24.com/assets/airlines/logotypes/278.png,2024-02-09 12:15:35.340320
1128,Pacific Coast Jet,PXT,,19,https://images.flightradar24.com/assets/airlines/logotypes/1862.png,2024-02-09 12:15:35.340320
1129,Pacific Coastal Airlines,PCO,8P,18,https://www.flightradar24.com/static/images/data/operators/PCO_logo0.png,2024-02-09 12:15:35.340320
1130,PADAviation,PVD,,7,placeholder,2024-02-09 12:15:35.340320
1131,Pakistan International Airlines,PIA,PK,29,https://images.flightradar24.com/assets/airlines/logotypes/92.png,2024-02-09 12:15:35.340320
1132,PAL Aerospace,SPR,,4,https://www.flightradar24.com/static/images/data/operators/SPR_logo0.png,2024-02-09 12:15:35.340320
1133,PAL Airlines,PVL,PB,21,https://images.flightradar24.com/assets/airlines/logotypes/1042.png,2024-02-09 12:15:35.340320
1134,Pan Europeenne,EUP,,2,https://images.flightradar24.com/assets/airlines/logotypes/2570.png,2024-02-09 12:15:35.340320
1135,Pan Europeenne Air Service,PEA,,3,https://images.flightradar24.com/assets/airlines/logotypes/1773.png,2024-02-09 12:15:35.340320
1136,Panaviatic,VPC,,4,placeholder,2024-02-09 12:15:35.340320
1137,Panellenic Airlines,RJB,,1,placeholder,2024-02-09 12:15:35.340320
1138,Panorama Airways,UZP,5P,6,placeholder,2024-02-09 12:15:35.340320
1139,Panorama Aviation,PNO,,8,https://images.flightradar24.com/assets/airlines/logotypes/1991.png,2024-02-09 12:15:35.340320
1140,Paranair,AZP,ZP,4,https://images.flightradar24.com/assets/airlines/logotypes/405.png,2024-02-09 12:15:35.340320
1141,Pascan Aviation,PSC,P6,20,https://images.flightradar24.com/assets/airlines/logotypes/390.png,2024-02-09 12:15:35.340320
1142,PassionAir,DIG,OP,5,placeholder,2024-02-09 12:15:35.340320
1143,Patria Pilot Training,PPT,,12,placeholder,2024-02-09 12:15:35.340320
1144,PDG Aviation Services,PDG,,20,placeholder,2024-02-09 12:15:35.340320
1145,Peach,APJ,MM,38,https://www.flightradar24.com/static/images/data/operators/APJ_logo0.png,2024-02-09 12:15:35.340320
1146,Pegasus,PGT,PC,110,https://images.flightradar24.com/assets/airlines/logotypes/317.png,2024-02-09 12:15:35.340320
1147,Pegasus Elite Aviation,PEG,,11,https://images.flightradar24.com/assets/airlines/logotypes/1871.png,2024-02-09 12:15:35.340320
1148,Pel-Air,PFY,,9,https://images.flightradar24.com/assets/airlines/logotypes/571.png,2024-02-09 12:15:35.340320
1149,Pelita Air,PAS,IP,18,https://images.flightradar24.com/assets/airlines/logotypes/2032.png,2024-02-09 12:15:35.340320
1150,People's,PEV,PE,1,https://www.flightradar24.com/static/images/data/operators/PEV_logo0.png,2024-02-09 12:15:35.340320
1151,Performance Air,PRZ,,4,placeholder,2024-02-09 12:15:35.340320
1152,Perimeter Aviation,PAG,YP,15,https://www.flightradar24.com/static/images/data/operators/PAG_logo0.png,2024-02-09 12:15:35.340320
1153,Peru - Air Force,FPR,,17,placeholder,2024-02-09 12:15:35.340320
1154,Peru - Navy,INP,,3,placeholder,2024-02-09 12:15:35.340320
1155,Petroleum Air Service,PER,UF,13,placeholder,2024-02-09 12:15:35.340320
1156,Petropavlovsk-Kamchatsky Air,PTK,,10,placeholder,2024-02-09 12:15:35.340320
1157,PHI,PHM,,155,placeholder,2024-02-09 12:15:35.340320
1158,Philippine Airlines,PAL,PR,76,https://images.flightradar24.com/assets/airlines/logotypes/98.png,2024-02-09 12:15:35.340320
1159,Phoenix Air,GRB,PH,30,https://images.flightradar24.com/assets/airlines/logotypes/1930.png,2024-02-09 12:15:35.340320
1160,Phoenix East Aviation,JED,,8,placeholder,2024-02-09 12:15:35.340320
1161,Pilatus Flugzeugwerke,PCH,,195,https://images.flightradar24.com/assets/airlines/logotypes/1761.png,2024-02-09 12:15:35.340320
1162,Pilot Flight Academy,PIP,,21,https://images.flightradar24.com/assets/airlines/logotypes/1895.png,2024-02-09 12:15:35.340320
1163,Pineapple Air,PNP,,3,https://images.flightradar24.com/assets/airlines/logotypes/1150.png,2024-02-09 12:15:35.340320
1164,Pionair Australia,SFZ,,13,placeholder,2024-02-09 12:15:35.340320
1165,PixAir Survey,PXR,,4,placeholder,2024-02-09 12:15:35.340320
1166,Planemaster Services,PMS,,5,placeholder,2024-02-09 12:15:35.340320
1167,PlaneSense,CNS,,61,https://images.flightradar24.com/assets/airlines/logotypes/1381.png,2024-02-09 12:15:35.340320
1168,Platoon Aviation,PTN,,6,https://images.flightradar24.com/assets/airlines/logotypes/2224.png,2024-02-09 12:15:35.340320
1169,Play,FPY,OG,10,https://images.flightradar24.com/assets/airlines/logotypes/1603.png,2024-02-09 12:15:35.340320
1170,Plus Ultra,PUE,PU,8,https://images.flightradar24.com/assets/airlines/logotypes/154.png,2024-02-09 12:15:35.340320
1171,PNG Air,TOK,CG,11,https://images.flightradar24.com/assets/airlines/logotypes/1033.png,2024-02-09 12:15:35.340320
1172,Pobeda,PBD,DP,41,https://images.flightradar24.com/assets/airlines/logotypes/1255.png,2024-02-09 12:15:35.340320
1173,Poland - Air Force,PLF,,89,placeholder,2024-02-09 12:15:35.340320
1174,Polar Air Cargo,PAC,PO,2,https://www.flightradar24.com/static/images/data/operators/PAC_logo0.png,2024-02-09 12:15:35.340320
1175,Polar Airlines,RKA,PI,5,placeholder,2024-02-09 12:15:35.340320
1176,Polish Medical Air Rescue,LPR,,36,https://images.flightradar24.com/assets/airlines/logotypes/310.png,2024-02-09 12:15:35.340320
1177,populAir,APF,HP,11,https://www.flightradar24.com/static/images/data/operators/APF_logo0.png,2024-02-09 12:15:35.340320
1178,Porter,PTR,P3,58,https://images.flightradar24.com/assets/airlines/logotypes/2483.png,2024-02-09 12:15:35.340320
1179,Poste Air Cargo,MSA,M4,5,https://images.flightradar24.com/assets/airlines/logotypes/433.png,2024-02-09 12:15:35.340320
1180,Pradhaan Air Express,PRX,6P,1,placeholder,2024-02-09 12:15:35.340320
1181,Precision Air,PRF,PW,7,https://images.flightradar24.com/assets/airlines/logotypes/178.png,2024-02-09 12:15:35.340320
1182,Premier Private Jets,MVP,,1,placeholder,2024-02-09 12:15:35.340320
1183,Presidential Aviation,PRD,,6,https://images.flightradar24.com/assets/airlines/logotypes/1461.png,2024-02-09 12:15:35.340320
1184,Priester Aviation,PWA,,13,https://images.flightradar24.com/assets/airlines/logotypes/1366.png,2024-02-09 12:15:35.340320
1185,Prime Aviation.,PKZ,,4,placeholder,2024-02-09 12:15:35.340320
1186,Prince Aviation,PNC,,4,placeholder,2024-02-09 12:15:35.340320
1187,Priority Air Charter,PRY,,6,placeholder,2024-02-09 12:15:35.340320
1188,Privaira,PVO,,5,placeholder,2024-02-09 12:15:35.340320
1189,Private Jet Center,PJC,,5,https://images.flightradar24.com/assets/airlines/logotypes/2236.png,2024-02-09 12:15:35.340320
1190,Private Jets,OKC,,10,placeholder,2024-02-09 12:15:35.340320
1191,Private Wings,PWF,JW,10,https://images.flightradar24.com/assets/airlines/logotypes/581.png,2024-02-09 12:15:35.340320
1192,Privilege Style,PVG,P6,4,https://www.flightradar24.com/static/images/data/operators/PVG_logo0.png,2024-02-09 12:15:35.340320
1193,ProAir Aviation,PAV,,13,https://images.flightradar24.com/assets/airlines/logotypes/1745.png,2024-02-09 12:15:35.340320
1194,Proflight Zambia,PFZ,P0,9,https://images.flightradar24.com/assets/airlines/logotypes/1106.png,2024-02-09 12:15:35.340320
1195,Propair,PRO,,12,placeholder,2024-02-09 12:15:35.340320
1196,Purdue University,PDU,,18,placeholder,2024-02-09 12:15:35.340320
1197,QA Aviation,QAV,,4,https://images.flightradar24.com/assets/airlines/logotypes/1765.png,2024-02-09 12:15:35.340320
1198,Qanot Sharq,QNT,HH,4,https://images.flightradar24.com/assets/airlines/logotypes/1701.png,2024-02-09 12:15:35.340320
1199,Qantas,QFA,QF,136,https://images.flightradar24.com/assets/airlines/logotypes/33.png,2024-02-09 12:15:35.340320
1200,QantasLink,QLK,,122,https://images.flightradar24.com/assets/airlines/logotypes/1212.png,2024-02-09 12:15:35.340320
1201,Qatar - Amiri Flight,QAF,,1,placeholder,2024-02-09 12:15:35.340320
1202,Qatar Airways,QTR,QR,255,https://images.flightradar24.com/assets/airlines/logotypes/64.png,2024-02-09 12:15:35.340320
1203,Qatar Executive,QQE,QE,18,https://images.flightradar24.com/assets/airlines/logotypes/1619.png,2024-02-09 12:15:35.340320
1204,Qazaq Air,QAZ,IQ,5,https://images.flightradar24.com/assets/airlines/logotypes/339.png,2024-02-09 12:15:35.340320
1205,Qeshm Airlines,QSM,QB,16,https://images.flightradar24.com/assets/airlines/logotypes/1262.png,2024-02-09 12:15:35.340320
1206,QinetiQ,EIS,,17,placeholder,2024-02-09 12:15:35.340320
1207,QinetiQ / Empire Test Pilots School,ETP,,16,placeholder,2024-02-09 12:15:35.340320
1208,Qingdao Airlines,QDA,QW,36,https://images.flightradar24.com/assets/airlines/logotypes/1433.png,2024-02-09 12:15:35.340320
1209,Qingdao Jiutian International Flight Academy,QJT,,4,placeholder,2024-02-09 12:15:35.340320
1210,Quest Diagnostics,LBQ,,29,https://images.flightradar24.com/assets/airlines/logotypes/1325.png,2024-02-09 12:15:35.340320
1211,Quick Air Jet Charter,QAJ,,7,placeholder,2024-02-09 12:15:35.340320
1212,Quikjet Cargo Airlines,FQA,QO,1,placeholder,2024-02-09 12:15:35.340320
1213,RAF-Avia,MTL,MT,4,https://www.flightradar24.com/static/images/data/operators/MTL_logo0.png,2024-02-09 12:15:35.340320
1214,Rano Air,RAN,R4,5,placeholder,2024-02-09 12:15:35.340320
1215,Ravenair,RVR,,34,placeholder,2024-02-09 12:15:35.340320
1216,Raya Airways,RMY,TH,9,https://images.flightradar24.com/assets/airlines/logotypes/305.png,2024-02-09 12:15:35.340320
1217,REACH Air Medical Services,REH,,36,placeholder,2024-02-09 12:15:35.340320
1218,Real Tonga Airline,RLT,,1,placeholder,2024-02-09 12:15:35.340320
1219,Rectimo Air Transports,RTO,,12,placeholder,2024-02-09 12:15:35.340320
1220,Red Air,REA,L5,5,https://www.flightradar24.com/static/images/data/operators/REA_logo0.png,2024-02-09 12:15:35.340320
1221,Red Sea Airlines,RSX,4S,2,placeholder,2024-02-09 12:15:35.340320
1222,Red Wing Aviation,LAK,,29,https://images.flightradar24.com/assets/airlines/logotypes/1402.png,2024-02-09 12:15:35.340320
1223,Red Wings,RWZ,WZ,27,https://images.flightradar24.com/assets/airlines/logotypes/663.png,2024-02-09 12:15:35.340320
1224,Redding Aero Enterprises,BXR,,16,placeholder,2024-02-09 12:15:35.340320
1225,Redstar Aviation,RHH,,12,placeholder,2024-02-09 12:15:35.340320
1226,Reeve Air Alaska,RVV,,1,placeholder,2024-02-09 12:15:35.340320
1227,REGA Swiss Air-Ambulance,SAZ,,3,https://images.flightradar24.com/assets/airlines/logotypes/872.png,2024-02-09 12:15:35.340320
1228,REGA Swiss Air-Rescue,RGA,,20,placeholder,2024-02-09 12:15:35.340320
1229,Regency Air,RGY,,6,placeholder,2024-02-09 12:15:35.340320
1230,Reliant Air,RLI,,6,https://images.flightradar24.com/assets/airlines/logotypes/2234.png,2024-02-09 12:15:35.340320
1231,Renegade Air,RNG,,4,placeholder,2024-02-09 12:15:35.340320
1232,Rennia Aviation,RNI,,6,placeholder,2024-02-09 12:15:35.340320
1233,Republic Airways,RPA,YX,2,https://images.flightradar24.com/assets/airlines/logotypes/19.png,2024-02-09 12:15:35.340320
1234,Rex,RXA,ZL,65,https://images.flightradar24.com/assets/airlines/logotypes/290.png,2024-02-09 12:15:35.340320
1235,RGA-Black Stone Airlines,RGM,,3,placeholder,2024-02-09 12:15:35.340320
1236,Richland Aviation,RCA,,6,placeholder,2024-02-09 12:15:35.340320
1237,Richmor Aviation,RJC,,3,placeholder,2024-02-09 12:15:35.340320
1238,Rimbun Air,OEY,RI,6,https://images.flightradar24.com/assets/airlines/logotypes/2069.png,2024-02-09 12:15:35.340320
1239,RiseAir,WEW,4T,30,https://images.flightradar24.com/assets/airlines/logotypes/935.png,2024-02-09 12:15:35.340320
1240,Romania - Air Force,ROF,,29,placeholder,2024-02-09 12:15:35.340320
1241,ROMCargo Airlines,RCR,NJ,2,placeholder,2024-02-09 12:15:35.340320
1242,Rossiya,SDM,FV,132,https://images.flightradar24.com/assets/airlines/logotypes/60.png,2024-02-09 12:15:35.340320
1243,Rotana Jet,RJD,RG,2,https://images.flightradar24.com/assets/airlines/logotypes/139.png,2024-02-09 12:15:35.340320
1244,Royal Air Freight,RAX,,36,https://images.flightradar24.com/assets/airlines/logotypes/1441.png,2024-02-09 12:15:35.340320
1245,Royal Air Maroc,RAM,AT,51,https://images.flightradar24.com/assets/airlines/logotypes/110.png,2024-02-09 12:15:35.340320
1246,Royal Brunei Airlines,RBA,BI,13,https://www.flightradar24.com/static/images/data/operators/RBA_logo0.png,2024-02-09 12:15:35.340320
1247,Royal Jordanian,RJA,RJ,30,https://images.flightradar24.com/assets/airlines/logotypes/156.png,2024-02-09 12:15:35.340320
1248,Royalair Philippines,RYL,RW,7,placeholder,2024-02-09 12:15:35.340320
1249,Rubystar,RSB,,8,placeholder,2024-02-09 12:15:35.340320
1250,Ruili Airlines,RLH,DR,23,https://www.flightradar24.com/static/images/data/operators/RLH_logo0.png,2024-02-09 12:15:35.340320
1251,Rusline,RLU,7R,9,https://www.flightradar24.com/static/images/data/operators/RLU_logo0.png,2024-02-09 12:15:35.340320
1252,Russia - 223rd Flight Unit State Airline,CHD,,11,placeholder,2024-02-09 12:15:35.340320
1253,Russia - 224th Flight Unit State Airline,TTF,,11,placeholder,2024-02-09 12:15:35.340320
1254,Russia - Air Force,RFF,,96,placeholder,2024-02-09 12:15:35.340320
1255,Russia - Ministry of Emergency Situations (MChS),SUM,,23,https://www.flightradar24.com/static/images/data/operators/SUM_logo0.png,2024-02-09 12:15:35.340320
1256,Russia - National Guard,RIF,,10,placeholder,2024-02-09 12:15:35.340320
1257,Russia - Special Flight Squadron,RSD,,64,https://www.flightradar24.com/static/images/data/operators/RSD_logo0.png,2024-02-09 12:15:35.340320
1258,Rutaca Airlines,RUC,5R,5,https://images.flightradar24.com/assets/airlines/logotypes/1301.png,2024-02-09 12:15:35.340320
1259,RVL Aviation,REV,,9,https://images.flightradar24.com/assets/airlines/logotypes/1956.png,2024-02-09 12:15:35.340320
1260,RwandAir,RWD,WB,14,https://images.flightradar24.com/assets/airlines/logotypes/277.png,2024-02-09 12:15:35.340320
1261,RWL German Flight Academy,RWL,,15,placeholder,2024-02-09 12:15:35.340320
1262,Ryan Air (USA),RYA,7S,21,https://www.flightradar24.com/static/images/data/operators/RYA_logo0.png,2024-02-09 12:15:35.340320
1263,Ryanair,RYR,FR,544,https://images.flightradar24.com/assets/airlines/logotypes/6.png,2024-02-09 12:15:35.340320
1264,S7 Airlines,SBI,S7,102,https://images.flightradar24.com/assets/airlines/logotypes/128.png,2024-02-09 12:15:35.340320
1265,SA Red Cross Air Mercy Service,AMD,,7,placeholder,2024-02-09 12:15:35.340320
1266,SAAB Aircraft,SCT,,17,https://images.flightradar24.com/assets/airlines/logotypes/1957.png,2024-02-09 12:15:35.340320
1267,SAF Helicopteres,SHP,,42,placeholder,2024-02-09 12:15:35.340320
1268,Safarilink Aviation,XLK,F2,13,placeholder,2024-02-09 12:15:35.340320
1269,Saha Airlines,IRZ,,4,placeholder,2024-02-09 12:15:35.340320
1270,Sahel Aviation Service,SAO,,3,placeholder,2024-02-09 12:15:35.340320
1271,Saint Louis University,BKN,,17,placeholder,2024-02-09 12:15:35.340320
1272,SalamAir,OMS,OV,14,https://images.flightradar24.com/assets/airlines/logotypes/18.png,2024-02-09 12:15:35.340320
1273,Salzburg Jet Aviation,MOZ,,6,placeholder,2024-02-09 12:15:35.340320
1274,Samoa Airways,PAO,OL,2,https://images.flightradar24.com/assets/airlines/logotypes/126.png,2024-02-09 12:15:35.340320
1275,San Marino Executive Aviation,SMF,,2,placeholder,2024-02-09 12:15:35.340320
1276,Sansa,LRS,RZ,10,https://images.flightradar24.com/assets/airlines/logotypes/1077.png,2024-02-09 12:15:35.340320
1277,Sapsan Airline,KGB,S2,4,placeholder,2024-02-09 12:15:35.340320
1278,Sardinian Sky Service,SSR,,3,placeholder,2024-02-09 12:15:35.340320
1279,SAS,SAS,SK,136,https://images.flightradar24.com/assets/airlines/logotypes/2.png,2024-02-09 12:15:35.340320
1280,SATA Air Acores,SAT,SP,7,https://images.flightradar24.com/assets/airlines/logotypes/116.png,2024-02-09 12:15:35.340320
1281,Satena,NSE,9R,13,https://images.flightradar24.com/assets/airlines/logotypes/880.png,2024-02-09 12:15:35.340320
1282,Saudi Arabia - Air Force,RSF,,107,https://www.flightradar24.com/static/images/data/operators/RSF_logo0.png,2024-02-09 12:15:35.340320
1283,Saudia,SVA,SV,158,https://images.flightradar24.com/assets/airlines/logotypes/75.png,2024-02-09 12:15:35.340320
1284,Saurya Airlines,SAU,,2,placeholder,2024-02-09 12:15:35.340320
1285,Sawyer Aviation,SJA,,8,placeholder,2024-02-09 12:15:35.340320
1286,SaxonAir,SXN,,13,https://images.flightradar24.com/assets/airlines/logotypes/1928.png,2024-02-09 12:15:35.340320
1287,Scanwings,ABF,,9,https://images.flightradar24.com/assets/airlines/logotypes/1715.png,2024-02-09 12:15:35.340320
1288,SCAT,VSV,DV,31,https://www.flightradar24.com/static/images/data/operators/VSV_logo0.png,2024-02-09 12:15:35.340320
1289,Scoot,TGW,TR,56,https://images.flightradar24.com/assets/airlines/logotypes/655.png,2024-02-09 12:15:35.340320
1290,SEair International,SGD,XO,1,placeholder,2024-02-09 12:15:35.340320
1291,Searca,SRC,,24,placeholder,2024-02-09 12:15:35.340320
1292,Secure Air Charter,JCM,,9,placeholder,2024-02-09 12:15:35.340320
